year,selling_price,km_driven,mileage,engine,max_power,torque,max_torque_rpm,year2,m/m,name_BMW,name_Chevrolet,name_Ford,name_Honda,name_Hyundai,name_Mahindra,name_Maruti,name_Nissan,name_Rare,name_Renault,name_Skoda,name_Tata,name_Toyota,name_Volkswagen,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,seats_4,seats_5,seats_7,seats_8,seats_Rare
2017,13.687677186454389,65000,19.98,1461,108.5,245.0,1750.0,4068289,21.6783,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
2015,12.206072645530174,50000,25.17,799,53.3,72.0,4386.0,4060225,13.415610000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,13.081541382884074,25000,20.52,1197,81.8,113.0,4200.0,4076361,16.78536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,13.081541382884074,100000,15.96,2523,62.1,195.0,2200.0,4052169,9.91116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2018,13.458835614025542,6000,18.6,1197,81.83,114.7,4000.0,4072324,15.22038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,13.652991628466498,72113,21.9,1498,98.6,200.0,1750.0,4064256,21.5934,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2012,12.611537753638338,40000,23.57,1396,70.0,140.0,3000.0,4048144,16.499,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.38472764187182,8000,18.6,1197,81.83,114.7,4000.0,4068289,15.22038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2010,12.301382825334498,20000,21.1,1197,85.8,114.0,4000.0,4040100,18.1038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,12.89921982609012,90000,25.2,1248,74.0,190.0,2000.0,4056196,18.648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.845069360205818,25000,25.1,1248,88.5,200.0,1750.0,4072324,22.213500000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2010,12.154779351142624,100000,18.8,1248,90.0,200.0,3000.0,4040100,16.92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2006,11.84939770159144,60000,16.6,1388,68.0,16.3,2000.0,4024036,11.288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,13.592367006650065,30000,21.19,1396,88.76,219.66,2750.0,4072324,18.808244000000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2007,12.345830240069793,120000,10.5,2609,120.0,290.0,2800.0,4028049,12.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
2011,12.611537753638338,80000,13.93,2179,138.03,320.0,2700.0,4044121,19.227579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2010,11.84939770159144,75000,18.6,1199,79.4,108.0,4400.0,4040100,14.768400000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,12.948009990259552,90000,24.4,1120,71.01,180.4,2500.0,4056196,17.326439999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2012,12.611537753638338,100000,23.08,1461,63.12,160.0,2000.0,4048144,14.568095999999997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2012,11.918390573078392,110000,22.3,1248,74.0,190.0,3000.0,4048144,16.502000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.230760380059866,100000,20.0,1399,68.0,160.0,2000.0,4044121,13.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2017,13.345506928718539,50000,25.4,1186,73.97,190.25,2250.0,4068289,18.78838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.542544882151386,200000,20.5,1248,91.7,209.0,2000.0,4044121,18.7985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,13.864300722133706,146000,13.01,2199,194.3,436.39,2500.0,4056196,25.27843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
2009,12.429216196844383,80000,12.9,1598,102.5,148.0,4000.0,4036081,13.2225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2010,13.190022025878143,96443,11.57,2179,138.1,320.0,2700.0,4040100,15.978169999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2009,12.89921982609012,100000,11.7,2354,177.6,222.0,4300.0,4036081,20.7792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2019,13.321214236149494,10000,21.21,1197,81.8,113.0,4200.0,4076361,17.34978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2014,13.144124869185841,100000,23.4,1248,74.0,190.0,2000.0,4056196,17.316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,13.019222618484815,91000,22.54,1396,88.73,219.7,2750.0,4056196,19.999742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2009,12.043553716032399,100000,20.36,1197,78.9,111.8,4000.0,4036081,16.06404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.834681304952548,90000,17.0,1497,118.0,1431.7709,4800.0,4044121,20.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2016,12.628067055589549,60000,22.74,796,47.3,69.0,3500.0,4064256,10.756019999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2016,12.66032791780777,51500,25.17,799,53.3,72.0,4386.0,4064256,13.415610000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,12.429216196844383,60000,22.1,1248,74.0,190.0,1750.0,4064256,16.354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2012,12.206072645530174,104500,20.0,1399,68.0,160.0,2000.0,4048144,13.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2012,12.89921982609012,120000,19.01,1461,108.45,248.0,2250.0,4048144,20.616345000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2014,13.142164043914272,100000,22.9,1248,74.0,190.0,2000.0,4056196,16.945999999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2008,12.834681304952548,90000,13.5,1799,130.0,172.0,4300.0,4032064,17.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2005,11.918390573078392,150000,18.9,998,67.1,90.0,3500.0,4020025,12.681899999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2006,11.225243392518447,60000,18.9,998,67.1,90.0,3500.0,4024036,12.681899999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2015,13.049792684569493,50000,17.43,1396,105.5,135.3,5000.0,4060225,18.388650000000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2019,13.458835614025542,10000,24.0,1186,73.97,190.24,2250.0,4076361,17.752799999999997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.764217263576723,120000,15.4,1997,120.0,280.0,2800.0,4060225,18.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
2017,13.321214236149494,40000,18.6,1197,81.83,114.7,4000.0,4068289,15.22038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2004,11.002099841204238,120000,19.369999999999997,1248,81.86,160.0,3000.0,4016016,15.856281999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2014,12.367340793126296,50000,22.74,796,47.3,69.0,3500.0,4056196,10.756019999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,13.064734264567692,90000,20.45,1461,83.8,200.0,1900.0,4056196,17.137099999999997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.122363377404328,10000,23.5,909,45.0,98.0,3000.0,4072324,10.575000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
2019,12.793859310432293,27000,23.95,998,67.05,90.0,3500.0,4076361,16.058474999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,13.383187995686226,70000,26.59,1248,74.0,190.0,2000.0,4064256,19.6766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,12.206072645530174,50000,16.8,796,34.2,59.0,2500.0,4068289,5.7456000000000005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2008,12.388394202324129,60000,19.369999999999997,1248,81.86,160.0,3000.0,4032064,15.856281999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,12.89921982609012,110000,24.0,1120,70.0,160.0,2750.0,4056196,16.799999999999997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,12.429216196844383,100000,27.62,793,47.0,125.0,2000.0,4060225,12.9814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,13.997832114758229,50000,17.3,1497,121.0,300.0,2500.0,4072324,20.933000000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2009,12.429216196844383,105000,17.8,1248,75.0,190.0,2000.0,4036081,13.350000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2013,13.617058399727497,110000,12.99,2494,100.6,200.0,3600.0,4052169,13.067939999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
2014,13.592367006650065,60000,15.1,2179,140.0,330.0,2800.0,4056196,21.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2010,11.918390573078392,60000,17.92,1086,62.1,96.1,3000.0,4040100,11.12832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2012,12.043553716032399,90000,25.44,936,57.6,150.0,1750.0,4048144,14.653440000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,12.793859310432293,81000,19.01,1461,108.45,248.0,2250.0,4052169,20.616345000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,13.253391639810733,80000,25.4,1186,73.97,190.25,2250.0,4072324,18.78838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,12.765688433465597,105000,19.01,1461,108.45,248.0,2250.0,4048144,20.616345000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2017,13.304684934198283,60000,19.369999999999997,1248,81.86,160.0,3000.0,4068289,15.856281999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.458835614025542,227000,17.5,1373,91.1,130.0,4000.0,4068289,15.942499999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2012,12.834681304952548,100000,19.01,1461,108.45,248.0,2250.0,4048144,20.616345000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2019,13.017002861746503,60000,21.94,1196,61.7,85.0,3000.0,4076361,13.536980000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,12.691580461311874,70000,21.9,1396,88.76,219.6,2750.0,4052169,19.43844,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2011,12.468436909997665,120000,20.54,1598,103.6,250.0,2500.0,4044121,21.279439999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2009,11.77528972943772,80000,19.7,796,46.3,62.0,3000.0,4036081,9.121099999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2008,11.918390573078392,120000,11.57,2179,138.1,320.0,2700.0,4032064,15.978169999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
2014,12.301382825334498,40000,17.92,1086,62.1,96.1,3000.0,4056196,11.12832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,12.524526376648708,53000,20.36,1197,78.9,111.7,4000.0,4056196,16.06404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.028052697933088,60000,25.2,1248,74.0,190.0,2000.0,4068289,18.648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.253391639810733,30000,18.6,1197,81.83,114.7,4000.0,4068289,15.22038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,12.706847933442663,100000,20.54,1598,103.6,250.0,2500.0,4052169,21.279439999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2018,14.27040054939996,70000,13.68,2393,147.8,343.0,2800.0,4072324,20.219040000000003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2012,13.017002861746503,98000,20.77,1248,88.8,200.0,1750.0,4048144,18.443759999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
2014,12.429216196844383,60000,21.1,814,55.2,74.5,4000.0,4056196,11.6472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2010,12.013700752882718,80000,20.36,1197,78.9,111.8,4000.0,4040100,16.06404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2013,13.592367006650065,117000,11.18,2696,184.0,402.0,3000.0,4052169,20.571199999999997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2017,13.17115354157376,19723,20.3,1199,84.0,114.0,3500.0,4068289,17.052,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2016,13.623138665316818,21446,16.8,1497,116.3,146.0,4800.0,4064256,19.5384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.527828485512494,52289,25.1,1248,88.5,200.0,1750.0,4068289,22.213500000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.764217263576723,54470,15.4,2179,120.0,280.0,2800.0,4068289,18.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2017,13.422467969854667,25471,21.9,1396,90.0,219.66895999999997,2750.0,4068289,19.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,13.102160670086809,33928,23.84,1199,84.48,113.0,3300.0,4076361,20.140031999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2009,12.765688433465597,54290,17.0,1497,118.0,1431.7709,4800.0,4036081,20.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,13.071070083016778,2118,19.4,1198,86.8,109.0,4500.0,4064256,16.839199999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.764217263576723,61379,15.4,2179,120.0,280.0,2800.0,4068289,18.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2010,12.765688433465597,58544,17.4,1497,117.3,145.0,4600.0,4040100,20.410199999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2016,12.89921982609012,74381,21.79,998,67.05,90.0,3500.0,4064256,14.610194999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2001,11.225243392518447,35000,16.1,796,37.0,59.0,2500.0,4004001,5.957000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
2008,12.072541252905651,65000,18.9,998,67.1,90.0,3500.0,4032064,12.681899999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2014,13.253391639810733,74000,15.96,2523,62.1,195.0,2200.0,4056196,9.91116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2012,12.506177237980511,56000,20.36,1197,78.9,111.7,4000.0,4048144,16.06404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,12.983099011217604,19500,20.3,1086,68.07,99.07,4500.0,4076361,13.818209999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.112313041550827,30000,18.6,1197,81.83,114.7,4000.0,4060225,15.22038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.304684934198283,5000,20.14,1197,81.86,113.75,4000.0,4068289,16.486604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.458835614025542,25000,17.01,1591,121.4,154.9,4200.0,4060225,20.650140000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,13.244581010128577,72000,19.369999999999997,1248,81.86,160.0,3000.0,4064256,15.856281999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2005,12.429216196844383,80000,13.6,2523,63.0,1765.197,1500.0,4020025,8.568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2013,12.923909999653127,29000,15.0,1598,103.5,153.0,3800.0,4052169,15.524999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2016,13.112313041550827,56832,19.87,1461,83.14,200.0,1750.0,4064256,16.519918000000004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,13.060487973686241,30528,18.6,1197,81.86,114.73,4000.0,4056196,15.22596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,12.765688433465597,65285,24.7,1498,98.63,200.0,1750.0,4052169,24.36161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2020,14.26019637922572,20102,13.68,2393,147.51,343.0,2800.0,4080400,20.179368,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2015,13.081541382884074,43000,18.7,1199,88.7,110.0,4800.0,4060225,16.5869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,12.506177237980511,52380,23.59,1364,67.04,170.0,2400.0,4052169,15.814736000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.399995114002609,74250,21.0,1498,74.96,210.0,2200.0,4072324,15.741599999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2017,13.102160670086809,57247,20.89,1197,81.8,113.0,4200.0,4068289,17.08802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2017,13.592367006650065,52000,24.3,1248,88.5,200.0,1750.0,4068289,21.5055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.765688433465597,47000,16.95,1498,97.7,134.0,4000.0,4044121,16.56015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2011,12.043553716032399,80000,17.8,1399,68.0,16.3,2000.0,4044121,12.104000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2011,11.736069016284437,85000,18.0,1248,75.0,1863.2634999999998,1750.0,4044121,13.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2012,12.89921982609012,100000,19.3,1248,73.9,190.0,2000.0,4048144,14.262700000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.429216196844383,110000,16.95,1498,97.7,134.0,4000.0,4044121,16.56015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2010,12.154779351142624,178000,20.4,1248,91.7,209.0,2000.0,4040100,18.706799999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2010,11.736069016284437,120000,19.7,796,46.3,62.0,3000.0,4040100,9.121099999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2017,14.48333993053993,70000,16.3,1956,170.0,350.0,2500.0,4068289,27.71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,14.077874822431765,120000,12.8,1968,167.6,350.0,2500.0,4044121,21.4528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2010,13.574712071411344,155000,12.8,2494,102.0,20.4,3400.0,4040100,13.056,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2015,12.721885810807203,30000,20.51,998,67.04,90.0,3500.0,4060225,13.749904000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
